date,time,inttime,B,A
20240318,34500000,345,132.143879991328,129.516178070963
20240318,40000000,400,132.399056986743,129.516178070963
20240318,41500000,415,132.924142291142,129.516178070963
20240318,43000000,430,133.178702500487,129.516178070963
20240318,44500000,445,131.341135310313,129.516178070963
20240318,50000000,500,133.244833658753,129.516178070963
20240318,51500000,515,131.675252333587,129.516178070963
20240318,53000000,530,132.078631641647,129.516178070963
20240318,54500000,545,132.425399486745,129.516178070963
20240318,60000000,600,133.250419295696,129.516178070963
20240318,61500000,615,132.187506388711,129.516178070963
20240318,63000000,630,133.295401955327,129.516178070963
20240318,64500000,645,132.984701492661,129.516178070963
20240318,70000000,700,131.855595613202,129.516178070963
20240318,71500000,715,132.942994757859,129.516178070963
20240318,73000000,730,132.962578253193,129.516178070963
20240318,74500000,745,132.544105220889,129.516178070963
20240318,80000000,800,132.927192535089,129.516178070963
20240318,81500000,815,132.454358985951,129.516178070963
20240318,83000000,830,133.128280510964,129.516178070963
20240318,84500000,845,133.165147821722,129.516178070963
20240318,90000000,900,133.356143264869,129.516178070963
20240318,91500000,915,132.898478963716,132.109422675408
20240318,93000000,930,132.922611543051,133.184430923638
20240318,94500000,945,132.32267604012,132.509452548561
20240318,100000000,1000,134.028145291264,134.134806797484
20240318,101500000,1015,133.168265865079,133.398169735915
20240318,103000000,1030,132.835148187441,133.138469135284
20240318,104500000,1045,133.431995526552,133.797077460002
20240318,110000000,1100,133.173799426912,133.481279628497
20240318,111500000,1115,133.80528660983,133.929025596512
20240318,113000000,1130,133.939926701469,133.870141020441
20240318,114500000,1145,134.860313068691,134.775541850189
20240318,120000000,1200,134.980669132422,134.908347506723
20240318,121500000,1215,133.763595993549,133.637074512503
20240318,123000000,1230,135.035291252223,134.966645407457
20240318,124500000,1245,134.096971949931,134.223314259992
20240318,130000000,1300,134.710603903216,134.751172271774
20240318,131500000,1315,134.728120488518,134.709657149965
20240318,133000000,1330,134.630953013449,134.730032607915
20240318,134500000,1345,135.482459535421,135.616766934644
20240318,140000000,1400,136.109180694525,136.088857773479
20240318,141500000,1415,135.90607290755,135.695247273572
20240318,143000000,1430,135.865770231368,135.756784133651
20240318,144500000,1445,135.294340830693,135.082672235952
20240318,150000000,1500,135.829663528581,135.770433105817
20240318,151500000,1515,136.060765579946,136.14713569283
20240318,153000000,1530,136.674725627354,136.729672834351
20240318,154500000,1545,137.157950196737,136.729672834351
20240318,160000000,1600,137.518157306244,136.729672834351
20240318,161500000,1615,137.597819582006,136.729672834351
20240318,163000000,1630,137.48111306707,136.729672834351
20240318,164500000,1645,136.82875862342,136.729672834351
20240318,170000000,1700,137.201497761763,136.729672834351
20240318,171500000,1715,137.26674633336,136.729672834351
20240318,173000000,1730,137.137842482708,136.729672834351
20240318,174500000,1745,137.705426605267,136.729672834351
20240318,180000000,1800,137.370092118269,136.729672834351
20240318,181500000,1815,137.740290221664,136.729672834351
20240318,183000000,1830,137.765241151376,136.729672834351
20240318,184500000,1845,137.890650014122,136.729672834351
20240318,190000000,1900,137.163542505809,136.729672834351
20240318,191500000,1915,137.371342427116,136.729672834351
20240318,193000000,1930,137.661898610229,136.729672834351
20240318,194500000,1945,137.335701114107,136.729672834351
20240318,200000000,2000,138.067127253963,136.729672834351
20240318,201500000,2015,137.275892334656,136.729672834351
20240318,203000000,2030,137.773116950338,136.729672834351
20240318,204500000,2045,138.262568461664,136.729672834351
20240318,210000000,2100,137.959675781645,136.729672834351
20240318,211500000,2115,138.371558130497,136.729672834351
20240318,213000000,2130,138.202239603309,136.729672834351
20240318,214500000,2145,138.285023344981,136.729672834351
20240318,220000000,2200,138.168362722828,136.729672834351
20240318,221500000,2215,137.800327863436,136.729672834351
20240318,223000000,2230,138.206089707477,136.729672834351
20240318,224500000,2245,137.600761514105,136.729672834351
20240318,230000000,2300,138.174730510893,136.729672834351
20240318,231500000,2315,138.1006906929,136.729672834351
20240318,233000000,2330,137.757298776912,136.729672834351
20240318,234500000,2345,137.806959617012,136.729672834351
20240319,0,0,137.843647911274,136.729672834351
20240319,1500000,15,139.167295028516,136.729672834351
20240319,3000000,30,138.284510207423,136.729672834351
20240319,4500000,45,138.937725146362,136.729672834351
20240319,10000000,100,137.603759216205,136.729672834351
20240319,11500000,115,138.435105844927,136.729672834351
20240319,13000000,130,139.472529953406,136.729672834351
20240319,14500000,145,137.551320623667,136.729672834351
20240319,20000000,200,137.686037896262,136.729672834351
20240319,21500000,215,138.901815189109,136.729672834351
20240319,23000000,230,139.143411618252,136.729672834351
20240319,24500000,245,138.871408727081,136.729672834351
20240319,30000000,300,137.677144633667,136.729672834351
20240319,31500000,315,137.326317148809,136.729672834351
20240319,33000000,330,138.261655647368,136.729672834351
20240319,34500000,345,137.787003969834,136.729672834351
20240319,40000000,400,137.281130122547,136.729672834351
20240319,41500000,415,139.048467170508,136.729672834351
20240319,43000000,430,137.696607511551,136.729672834351
20240319,44500000,445,137.810787770026,136.729672834351
20240319,50000000,500,138.712580273454,136.729672834351
20240319,51500000,515,138.736655816962,136.729672834351
20240319,53000000,530,138.622194487196,136.729672834351
20240319,54500000,545,137.525252861031,136.729672834351
